t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
9/20/2025,Wheat,570,Amalner,27,Maharashtra,499,Jalgaon,Other,2545,2700,2700
9/20/2025,Wheat,1463,Vaduj,27,Maharashtra,527,Satara,Maharashtra 2189,2700,3000,2900
9/20/2025,Wheat,176,Solapur,27,Maharashtra,526,Solapur,Sharbati,2690,3850,3305
9/20/2025,Wheat,2140,Umarga,27,Maharashtra,525,Osmanabad,Maharashtra 2189,2300,2300,2300
9/20/2025,Wheat,2140,Umarga,27,Maharashtra,525,Osmanabad,Maharashtra 2189,2500,2600,2500
9/20/2025,Wheat,2138,Paranda,27,Maharashtra,525,Osmanabad,Other,2400,2400,2400
9/20/2025,Wheat,2127,Aurad Shahajani,27,Maharashtra,524,Latur,Maharashtra 2189,2480,2480,2480
9/20/2025,Wheat,1825,Ahmedpur,27,Maharashtra,524,Latur,Other,2600,2751,2646
9/20/2025,Wheat,1820,Majalgaon,27,Maharashtra,523,Bid,Other,2450,2700,2551
9/20/2025,Wheat,1514,Gevrai,27,Maharashtra,523,Bid,Other,2450,2651,2550
9/20/2025,Wheat,583,Beed,27,Maharashtra,523,Bid,Other,2450,3030,2649
9/20/2025,Wheat,2476,Shevgaon(Bodhegaon),27,Maharashtra,522,Ahmadnagar,Maharashtra 2189,2600,2700,2600
9/20/2025,Wheat,2475,Rahuri(Vambori),27,Maharashtra,522,Ahmadnagar,Other,2475,2752,2613
9/20/2025,Wheat,1433,Shevgaon,27,Maharashtra,522,Ahmadnagar,Maharashtra 2189,2500,2700,2700
9/20/2025,Wheat,1431,Kopargaon,27,Maharashtra,522,Ahmadnagar,Other,2571,2709,2630
9/20/2025,Wheat,172,Pune,27,Maharashtra,521,Pune,Sharbati,4500,5000,4750
9/20/2025,Wheat,2068,Palghar,27,Maharashtra,517,Thane,Other,3100,3100,3100
9/20/2025,Wheat,2484,Lasalgaon(Niphad),27,Maharashtra,516,Nashik,Maharashtra 2189,2551,2690,2650
9/20/2025,Wheat,166,Malegaon,27,Maharashtra,516,Nashik,Other,2430,2720,2525
9/20/2025,Wheat,1468,Gangapur,27,Maharashtra,515,Aurangabad,Other,2540,2620,2585
9/20/2025,Wheat,581,Chattrapati Sambhajinagar,27,Maharashtra,515,Aurangabad,Other,2541,2750,2646
9/20/2025,Wheat,1472,Partur,27,Maharashtra,514,Jalna,Maharashtra 2189,2450,2620,2500
9/20/2025,Wheat,584,Bhokardan,27,Maharashtra,514,Jalna,Other,2425,2550,2500
9/20/2025,Wheat,158,Jalana,27,Maharashtra,514,Jalna,Other,2525,2741,2585
9/20/2025,Wheat,1473,Gangakhed,27,Maharashtra,513,Parbhani,Other,2500,2600,2500
9/20/2025,Wheat,1490,Pusad,27,Maharashtra,510,Yavatmal,Other,2591,2851,2680
9/20/2025,Wheat,1351,Bhandara,27,Maharashtra,506,Bhandara,Maharashtra 2189,2300,2300,2300
9/20/2025,Wheat,607,Savner,27,Maharashtra,505,Nagpur,Other,2535,2535,2535
9/20/2025,Wheat,163,Nagpur,27,Maharashtra,505,Nagpur,Sharbati,3200,3500,3425
